caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
"So,did you subdue your anger by digging the hole?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"By my observations, we should be done in no time!",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
The front door is unlocked Dear.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Trump says you need to wear a mask if you plan to dig all the way to China.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Bury him here?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Oh, I'm sorry, I thought it was just a stage I was going through. Apparently, it's an office building.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Stop;  Great!  Now I need you to immediately
visualize and begin the restoration process
in this very productive session.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"You can stop digging now, your 45 minutes is almost over.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"By my calculations, you've only got another 7,917.499999 miles to dig - and Whiner Alert! American men also expect their women to wait on them hand and foot!",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"I know you're worried about the result, but it's easier to catch a 'plane.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Getting any closer to feeling “Unbroken”?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"We can start, anytime you're ready.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Okay, times up.  Let's keep digging next session. 

Joshua G. Reno, NV.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I'd feel a lot better about this if you were the one digging into self-discovery!,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
". . .and if it had been
 a cement floor and a jackhammer?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
My turn yet!,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
When I said we were breaking new ground in therapy...,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I suggest you eat more maple syrup.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Go deeper honey... now let’s see if any of our ancestors lived longer on a zero carb diet.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
You need to focus on the present and stop digging up the past.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
And when did you first start enacting emotional metaphors?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I can’t remember where I buried them.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"We must dig deep...no,no!",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Sorry.  Our time's up for this week,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
You'll need to dig down deep if you'd like this therapy to work.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
And throw it in my face.  That will give you relief.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Your audition is going great so far. We hit pay dirt, when you dig a hole you can’t get out of.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Am I  invited?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Digging Deep that way is an extra $200.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Sorry, have you seen my mental health?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Have you found your inner child?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Umm...You told the receptionist you weren't crazy,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I can’t take it anymore . I plead the fifth.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Once you've paid for this session, the door is an easier option.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Your technique is certainly hands-on! Meg Dolan,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"So you know the prison of your mind is metaphorical, right?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I told you digging up your past would require a lot of hard work.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"I know you've put a lot of thought into this, but I don't think it's going to work. Have you considered just freezing yourself until 2021?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I said Break Down not Break Out.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
When I ask most people to dig up the past ...,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
There are easier ways to trace the source of the pandemic,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Would you say that you have trouble identifying phrases such as ""digging yourself into a hole"" as metaphors?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I’m afraid your hour is up. You’ll have to continue that next week.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"We’ve established that your compulsion to look for love is unusually strong.  Now perhaps we can explore the possibility that not all places offer an equal prospect for success.""",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"To be honest, I'd forgotten about this one. Entamaphobia, a fear of doors.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"When you’re in a hole, stop digging. I think you’re sexually repressed.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Tendency to dig her own grave, much like all my other patients, must be directly tied to her childhood problems",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I thought I was making progress?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Based on your neurosis, I think we both hit pay dirt.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
A Sinister Psychiatrist!,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
An escape route or a rabbit hole?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
They told me therapy would help dig myself out of my problems.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I still have to charge you for the whole hour.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
We're successfully digging deep into your psyche and it's incredibly dirty.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Are you just gonna sit there until I hit rock bottom?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
And how do you feel about that?” “6 feet under.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
: I just think if we start now we should get there just in time for the Australian Open 2030.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Doc, what sort of trauma did you say we were looking for?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Sorry about your office, I just really miss seeing you in person.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Better to waste time in pubg,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Guru’s say plan backwards.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
It’s the only way out,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Patient has now decided to dig out of appointment instead of dig into past.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I think it’s high time you put down the shovel,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Hmm... still think it’s half empty? Let’s try putting down that shovel and switching to a headstand. Then tell me what you think.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"ok, you have a hole different opinion",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"I’m digging my way to an 
alternate reality and there’s nothing you can do to stop me, doctor!",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Now, did you order those boot straps like we talked about last week?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Our session is over so you can stop now. You’ll need to come back a few more weeks to figure out why you listened to me when I told you to dig a hole in the floor”,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I know you said I was Dostoevsky in a past life but do we have to take Notes From Underground so literally?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"It is 100$, next week we will try to reach your dreams",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
wouldn’t bread baking or gardening have been more fulfilling? I mean I know its a pandemic but ..??!!,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
'It's your own time you're wasting.',1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I liked it better when we were doing video sessions!,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
And off to China we go...,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
She put in the groundwork so he didn’t have to.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
When would all this digging stop? I’m starting to get the feeling that you are looking more for a new wine cellar than my sanity.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
What do you think is that window for?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
So you're saying it's easier for me to bury myself alive than to solve my problems?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Doc, I still can’t find my own ideas..",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
4 feet and a inch and i am in,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Funny...I can’t  decide whether if was a dream or a nightmare when I buried you alive Doctor!,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Well you said to dig a little deeper,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
. „They May have closed the borders but I‘m still going to China where I‘ll be safer from the Trump virus here in the States.“,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Man: It seems you’re digging a hole for yourself
Woman: it was already here when I arrived",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
". “Your not having a nervous breakdown, your having a nervous breakthrough”",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I could swear this is where I buried that nut.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Going underground until all this is over,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Quand je disais ""il faut creuser"", c'était une image...",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"I know times are challenging, but please stay on the couch. We are TRYING to observe social distancing here.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"It says you should dig it till you can’t see the the ground, then I will take it from there. “ “.......",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
But why cut down on my medication now that we are beginning to see progress doc,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"I am really digging this session, doc”",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Now, can you recall the lesson from our last session.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"That's it, I'm digging to China.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Digging a hole to China is as ill-advised as it is comical at this point honey.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
What was your question?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"And the therapist suggests they switch places and says ""now let me show you how to dig yourself a real hole, do feel free to take notes""",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
'Cause we're living in a world of fools..... how deep is your love?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"According to contemporary theory, I’m required to tell you you’ve dug a beautiful hole.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
We need to discuss your copay balance.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
More and more I feel like you could dig deeper Cheryl..,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"i’m not ok fine or good, ya dig?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Why exhume?.... I said exhale hazel,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"You’re not going anywhere, Missy.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Karen they said only three more weeks”  #lockdown #australi,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Digging Myself Deep,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Like I said, any time you feel rudderless, you’ll have one of these to fill.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Did you know there were hardwood floors underneath the foundation?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"I meant let's dig a little deeper figuratively"" @johnnyg_is_m",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Actually I wasn’t aware that your office floor was made of dirt, but hey here we are.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"I can dig my own grave, wanna see me do it again?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Step one: Dig deep enough!,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"I hear they’re handling it better over there, and it’s right on the other side.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Umm yeah, I can’t afford this...Bye” American Healthcar",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
'Let me show you this new grounding technique I found on tiktok that really helps me',1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"We’ve talked about ‘focus’—remember, Linda?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Nothing to do with our purpose, but I just imagined ourselves exactly as we are now but in a cartoon, with some funny cartoon caption.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I think you have progressed very fast!,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Oh Lisa, would you please guide me underneath this superficial and damaged layer, as deep as we need, to our heart back home?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Do you think you suffer from escapism?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Hmm.. Let's talk about what you are running away from... Helen, is it?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I’m digging your hole,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Yes, I suppose Minecraft is a hobby...",1.037037037037037,0.0377425678048198,27,25,1,0,not_evaluated,not_evaluated
"I'm telling you that I'm not the Waldo, there is no need to hide me!",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
i am going to teh botton of this thing,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I feel buried in work” says the archeologist,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I’ll find you once the election is over,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"I told you, I dint bury it here and I’m no longer in that profession. Now take a sit please",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I meant collateral....not dirt.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"- I think you're too literal -Ok Doc, I dig what you're sayin'.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
That's the last 'How does it make you feel?' outta you,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"...and once you discover Patient Zero, what exactly do you intend to do?",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Doc, I just didn't think it'd be this hard to get to a breakthrough.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"No, Susan, you don't have to be buried just because you're dead inside",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
See! I told you I’d never dig myself out of this one,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
I’m loving this journey for you right now - keep digging,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"So 2020 feet under, you said?  

@pogapoc ajmo!",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
One must conquer a physical pit before trying an emotional one.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
This is what I usually do. I bury my feelings.,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Really thought there was hardwood underneath this carpet""",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"I dug 10,000 feet deep into your soul, only to invisibly grind in front of a piece of paper.",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Sure, it’s cheaper but I wouldn’t recommend it",1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
This is not how we dig up buried trauma,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
Do you see the hole you’ve just dug for yourself?,1.037037037037037,0.0377425678048198,27,26,1,0,not_evaluated,not_evaluated
"Write with left hand, check. Ask Keisha to dig for gold in the middle of our studio apartment, check.",1.0357142857142858,0.0363696483726653,28,27,1,0,not_evaluated,not_evaluated
"No,no,no.  I said the answers are buried in your unconscious,not beneath my office.",1.0357142857142858,0.0363696483726653,28,27,1,0,not_evaluated,not_evaluated
"I have to admit, you dug that hole much faster than I originally expected.",1.0357142857142858,0.0363696483726653,28,27,1,0,not_evaluated,not_evaluated
Love how deep you are digging,1.0357142857142858,0.0363696483726653,28,27,1,0,not_evaluated,not_evaluated
Just in case he gets re-elected we shall have a place to stay..I got this!,1.0357142857142858,0.0363696483726653,28,27,1,0,not_evaluated,not_evaluated
"When you’re deciding what to eat, land on McDonalds, and dig yourself a deeper grave with your wife",1.0357142857142858,0.0363696483726653,28,27,1,0,not_evaluated,not_evaluated
For the last time Lincoln gold is a myth!!,1.0357142857142858,0.0363696483726653,28,27,1,0,not_evaluated,not_evaluated
Will you put that book down and join us for dinner?,1.0344827586206895,0.0350931203171798,29,28,1,0,not_evaluated,not_evaluated
You won’t be kept down anymore.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"So you feel like you are in over your head; but at least, you aren't under water.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
We'll delve back into that next time.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Hey, it's your time.""",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
How deep before I bury my feelings?,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
You can’t just escape your problems.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"It’s not the best time to start digging to China, Karen.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"I understand you're an originalist, but that's not what I meant by ""digging deeper.""'",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
I think you’ve finally arrived.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
You just keep digging yourself  hole.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
No. That isn't what I meant by treating the 'whole' of the patient.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"That's enough, I get what you mean.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
Getting to the bottom of your issues was more of a figurative than literal  reference.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
Your subconscious is telling you that you need to dig your way out the hole that you're in.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
I will get both of them before you load yours.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
Why do you think your ex called you a gold digger?,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Anyone,  dead or alive;  must get on the bench foe psychiatric evaluation.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
I'm not sure that is the fastest way to China.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Okay, I’m at rock bottom. What next?",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Well, Honey, this is awkward.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
Just surprised it took you so long to notice that this is a Sue Rynn chair.  Please continue.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"And then if there’s no vaccine by February, I live in the hole.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"All that aside ,could I get your physical measurements?",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
You've slowed down.  At this rate we'll never get there.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
Quiet please.  I'm doing my mail in voting.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
I told you not to start out with even the smallest of white lies my dear.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
I think the basement must be a little further down,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Keep going, only 8,000 miles to China.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Psychiatrist: So tell me Jane, what keeps you up at night? 
Jane: You",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
China's Reopening,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"As your therapist, I think we should dig into this a little more.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Yes, that's it. Let's dig into your past.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
I'm pretty sure things are no better in China.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
When I said let’s dig in I meant the pizza in the kitchen!,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
Don't dig all the way to China.  I hear there's a pandemic there.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
You said we should get to the bottom of things,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
It's absolutely essential for you to sublimate your ruminations into a hole for my incoming jacuzzi.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Keep digging down? 
We'll find a way?",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
We'll work on your feelings about Bob the Builder next week.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
‘Dig down’ means your psyche...!,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Next time, call the plumber.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"You know it all started there, right?",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
Were you referencing the Holy or Holely Spirit?,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
That's not quite what I meant when I said we need to dig a little deeper to address  your obsessive compulsive issues.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Survival tips, #101:”Dig a deep hole before the election in case any unexpected.”",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Therapy is helping, but the only way to dig out of this hole is to vote.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
Try to dig yourself out of the hole you've fallen into.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Of course! Trump says if you sneak up on the China virus from below, you can wipe it out!",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
Trust the countertransference!,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
Dig faster – November 3 is almost here.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Dig up, stupid.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
Let's dig in to how you feel about being quarantined with your husband,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
..and you fantasized digging a hole...your  life or yo' mama's,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
No? Then perhaps Fido buried your keys in the kitchen.,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
So I didn’t a shovel? I thought you said we were going to be digging into things this week...,1.0,0.0425628265379374,24,23,0,0,not_evaluated,not_evaluated
Thats not what I meant by “bury the hatchet.”,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"It was meant figuratively when we talked about ""digging yourself out of your hole.""",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Keep digging, Sharla. You'll get to the bottom of this feeling eventually.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Yes, I just arrived from China.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
OMIGOD! It's the return of the repressed!,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Dig deep was a metaphor, oh never mind.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
Take note: Im busting out!,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Well, hmm... Portia Nelson never talked about digging the hole!",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
When I diagnosed you as a paranoid schizophrenic and you answered “I can dig it” I didn’t mean for you to take it literally!,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
I was Gold Mining and digging and digging and where am I?,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"You've heard, ""throw away the shovel""?",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"As your therapist, I'd advise against trying to dig your way out of this yourself.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
I was suggesting digging deeper in a metaphorical sense.....,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
You are not the only one with dirt on you,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
How is the Covid down under?,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"‘My understanding is that it will just disappear after November 3rd, really, that may not be necessary.’",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"•您是否喜欢咖啡？(How do you feel about coffee?)
Mireille Villarqui NY, NY",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Remember the ""First Rule of Holes"".  If you are in one, STOP DIGGING!",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"As your Docter, I want to help you dig yourself out of the hole.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
That's no way to beat COVID-19,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Dear Diary, I now deduce 2020 has made us barking mad.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"No,no. That's in the room next door.",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"I said, “breakthrough.”",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
You can't dig your way back to 2019,1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
"Well, are you coming or going?",1.0,0.0425628265379374,24,24,0,0,not_evaluated,not_evaluated
